Emotion,Text
2,suddenli met someon biolog build night
5,realli exhaust know work without weekend two week boss alway ask us work overtim
3,final done school straight work till
5,feel sad event influenc
0,screw kinda sad u made twitter cant beak caus im afraid youll read fuck pplonfacebookmaketwitt
0,nah key surviv beat shit everyon xaxacc
7,walk bank n greet w hello mr h n like wowst time ever bank staff rememb custom name
2,give high final project score get final right
3,sit alon quiet room concentr thing happen around pleas
3,ive got fever cool trendi saturday night one odd stupid sick fever
3,like your singl quotdo like youquot could listen day long
5,long last ill grandmoth chang famili relationship caus
7,guess ill get cook breakfast
7,think funni yall tweetin bout hood surpris made show met breed hoodrat gangbanga
5,horribl
3,love way fell come outta church
3,still rememb first date
3,that okay
3,famili reunion weird peopl never met say rememb littl babi
7,like say dat word like sing boy byoncelov voic
3,feel like sing afternoon merri littl desk nyc street way home
5,pain terribl short term memori cant remeb go tweet
7,cindi crybabi oop mean miss next game
0,shackel becam indign said would fetch magistr complain chief constabl attitud
2,impregn certain girl thought would forc marri go court
0,father call behind mother back told mother disapprov behavior weekend howev didnt tell detail left unansw question
5,lone ass dinner
3,get home id like sleep im almost posit ill forc famili orient thing
7,quot sinc he work ill go visit break thatsparkquot aww thank lmao
5,saw friend mine suffer heavi contus accid
2,im worri everyth chaotic
3,certainlyit match suit perfectli
3,chem check spanish check onto algebra english
3,anoth day health never take grant surround us
3,today go busi yesterday
3,look anyth delight prospect stood
3,feel like know noth econ exam tomorrow
3,final finish word essay
5,hmmmm realli want see basketbal game today dont way dsu
0,cant believ repeat episod second day straight
2,despair faithless gape horrifi wife look lover knew dead
0,yet still find full frustrat anger toward
1,ya imagino eso tan revolucionario rt xapor dio q musica tan tierrua la q ponen en ese concierto del celac
7,speak ya mind sir rt would say somethingbut imma quiet one
2,one jump uh bet day tho know got ton uh follow
3,headach todaybut wont hold downyel quiet voic god great grace merci everlast
3,thank got back summer camp
3,cant give one descript often feel joy done thing good relat peopl especi friend say love also tell love
4,know david new boss
0,go shoot gun angri stuff
2,quot afraid tomorrow seen love today lessquot
0,take ballot least im home red sox player didnt win
5,want cake bet dont
5,cock teas win heisman listen less impress speaker
3,goal laugh time today tryit
5,mom doesnt understand bad mood directli correl fact still havent eaten
7,ik ben egt een ramp gedichten maken
3,headach came back next day headach came back wouldnt stay away
0,ive miss edd ed eddi movi whole time lose piss
3,think agre watch someon kid tomorrow
2,ayer le dije al medico mando con la doctora keiko que hace acupuntura
5,aaahhh im lose follow o_o annd final abl reach
2,go bring back girlfriend la meet parent
3,degre today rt christma light goin
3,bill seafood restaur
7,dinner sawa happi birthday
5,look forward perform month
3,ah fuck found work tonight oh yay t_t
7,told wrong said fuck everyon lie fellforanotherduch
3,love mistletoemay becom nd fave christma album behind hanson cours
3,kid christma event happen today least drink one
0,st decemb th decemb anger awar manag issu hypnotherapi help break
0,bout workout get extra aggress system
4,still wait call
5,rip harri morgan thank mani year laugh mash
3,almost complet christma shop
5,dear bummer ellwood citi weekend famili good time sure miss guy
5,hous feel empti without scout also miss dad lot today
3,lmao rt would forget take penni wear school monday
3,break stand ocean edg wave lap feet withdraw take tension ljb
0,cross way treat though werent normal girl kind freak
3,sometim watch tv use belli button bowl skittl
0,father help kid fight kid
5,lost grandmoth guardian death father
3,hey mark long time see
3,receiv letter woman thought ever care need overjoy learn delay thing
2,that fear flyer repres old philli flu sid pass test today still
0,saw man hit child year without consider simpli child lean window
7,peopl tweet minut ago new video youtub allworldstogeth
3,guess option dinner dont feel like cook chicken pot pie
5,hasbro issu copyright claim beanyon youtub channel get ny poni
2,afraid someth read isaiah dont afraid take lord god hand let help
5,want write book im good writer though idea illustr
2,realli know person your gonna marri there alway side youll find tie knot
7,brother turn today yesterday child cant wait go school drop birthday stuff
4,jack
0,oh great stupid comput froze that third time today hey samuel come take look pc act must viru someth
2,afraid im develop list pleas contribut also would rt sil vou plait
0,last exam
5,close friend victoria visit holiday enjoy compani immens short day overwhelm sad left return victoria
3,friend visual impair got set becam addict immedi im sure ill get anoth hat year
4,said use stop
2,factor come back amp come tomorrow that what time amp channel
0,brother continu interupt talk telephon
1,leader hous g v wright express revuls shock act ira terror
0,song better send im acc goin smash phone fghjklhgf
3,egyptian parti u push without u return egypt amp parti big guy murder nazi
3,loov open refriger find midnight snake
3,break moment let go everyth feel like burden concern let go ljb
0,im angri feel like kill someon
0,suppos far nobodi turn left work first break day
3,well im awak woke mill text oh vacuum cleaner
2,exactli bit ridicul amp much control find extrem irrespons amp danger hate ignor gop
3,anoth great day feel like christma nearli us
0,sleep tri ignor botyl insid meawwwwwwwww haunt dream
3,one day day weekend
7,poor texa aampm blow game yet nd half bootexa
3,fuck get hr sleep thing realli hit time lectur
7,come home hous full food surpris
0,friend push fallen window broke taken tthe princip offic accus broken window
0,father angri leav earli
3,suppos go sister agap pleas would take place
3,bad hair day wednseday amp cheer pictur today
3,oh amp thought payday todayit next friday
7,im surpris woke earli take school
3,love misslook amp teach children
3,best part live portmor get leav hous sarcast smile
3,follow follow back
5,father ill
4,said love day dont go walk
3,steel pump session minu minut
3,go friend enough money good sens favorit danc
3,im jk im gonna watch work concess stand
3,heard pass end first year exam readi enter nd year felt fail hard
2,go upstair photograph agit nigel lawson came say want word
5,besid incent u even offer gay coupl crimin marriag
4,much
0,chang lifestylethink imma add littl less father love turn give hime sum luv rt
4,didnt say said would call
0,look onlin catalog hour still finish get kitchen applianc need
4,paper influenc televis children
2,drive sneez highway
3,come home amp christma light holidayseason
5,hear death friend ski
3,pass msce exam select go colleg
1,factori worker fedup secretari carolyn bullock dodgi park hoist car firm roof crane
7,ty rt happi birthday rt haha littl cousin didnt know celebr birthday today
3,good dinner nation day
7,logan newark havent flown forev hartleyplac
5,last full day europ
2,dark room insecur hole cover wooden sheet roof establish alreadi assault could assault
3,listen zion love song children best feel world
5,sad ting guilt
7,im go support regga parti b hit yall thought wasnt gonna support smh
2,rememb actual zombi middl class farm drama
2,plz dun tell jay disclos ep jk ekekekekek
5,social situat becam interest woman talk laugh enjoy disappear minut littl appear man
7,oper hour colorado
5,becam depress time could reassess start use consider abil begin court wife
3,day school left go day hell least christma gift stress
2,two children critic ill measl
4,like cook
3,laugh sniggl rt averag person laugh time day sad
0,exasper mystifi
3,may day grace person amp deep abid peac inspir bless
0,disagr mother move kankaanpss promis help move broke promis hindranc
3,absolut love life pic thought weird learn
7,rt quot sherri rehman appoint new ambassador us pakistanquot
0,soo hit youu garrente wont stopp type keep go till make bitch bleed foreal
5,mother work knife laugh heartili abl control knife stuck deep hand
3,hahaha tomorrow day wast princip offic
3,oh boy madonna halftim perform super bowl year
0,ignor gradual chang mindset
0,cold chees dip chip
2,god blesswhen drive mom fear life
5,oh seem ive lost train ticket
2,tengo un poco de miedo de lo que son capa de la persona má cercana mí
3,hour left turn drive cop everywher
5,kno dont like home hurt much rememb lt
3,felt joy boyfriend met station first said would
3,sunshin raini day smile nod grin joygiv amp
2,hate way phone call
5,day left first girlfriend
2,six year old mistook cat leopard enter room night
5,boredom want plat skyrim part tht cant beat life tht guy shoot icicl
0,door bell doesnt work sink leak
0,favour cougar
3,obvious pleas win also great parent
0,boy wont repli
